Contig index,The number of restriction sites,Contig length,Contig coverage,Within-contig Hi-C contacts,Bin index,Category,Phylum,Class,Order,Family,Genus,Species
contig_10145,8171,719309,0.0166479218249736,11975,MAG_204,chromosome,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_RuminococcuG,s_
contig_10163,290,40860,0.3217082721488007,13145,MAG_1797,chromosome,p_Elusimicrobiota,c_Elusimicrobia,o_Elusimicrobiales,f_Elusimicrobiaceae,g_UBA1174,s_UBA1174 sp900556855
contig_10169,1225,135375,0.1097100646352723,14852,MAG_1797,chromosome,p_Elusimicrobiota,c_Elusimicrobia,o_Elusimicrobiales,f_Elusimicrobiaceae,g_UBA1174,s_UBA1174 sp900556855
contig_10170,2669,360362,0.0276666241168602,9970,MAG_1798,chromosome,p_Elusimicrobiota,c_Elusimicrobia,o_Elusimicrobiales,f_Elusimicrobiaceae,g_UBA1174,s_
contig_10175,588,59792,0.1833857372223709,10965,MAG_1798,chromosome,p_Elusimicrobiota,c_Elusimicrobia,o_Elusimicrobiales,f_Elusimicrobiaceae,g_UBA1174,s_
contig_10176,219,30679,0.475308843182633,14582,contig_10176,unclassified,p_,c_,o_,f_,g_,s_
contig_10193,327,35834,0.4105598035385388,14712,MAG_9,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_10195,876,112112,0.0501908805480234,5627,MAG_276,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_RGIG2066,s_
contig_10203,2992,228747,0.0428595784862752,9804,MAG_1279,chromosome,p_Verrucomicrobiota,c_Lentisphaeria,o_Victivallales,f_UBA1829,g_SIG77,s_
contig_10212,1196,155709,0.0730015606034333,11367,MAG_161,chromosome,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Anaerotignaceae,g_HGM11808,s_
contig_10217,2619,155315,0.0920645140520877,14299,MAG_1773,chromosome,p_FirmicuteA,c_Clostridia,o_TANB77,f_CAG-508,g_CAG-452,s_
contig_10219,3554,193613,0.0221317783413303,4285,MAG_264,chromosome,p_Firmicutes,c_Bacilli,o_RF39,f_UBA660,g_UMGS1613,s_
contig_10229,705,72615,0.1115196584727673,8098,MAG_8,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_,s_
contig_10232,249,17464,0.8018781493357765,14004,contig_10232,unclassified,p_,c_,o_,f_,g_,s_
contig_10233,337,20998,0.3738451281074388,7850,contig_10233,unclassified,p_,c_,o_,f_,g_,s_
contig_10234,12895,1663701,0.0090058249649426,14983,MAG_304,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_,s_
contig_10235,2055,295458,0.033222996161891,9816,MAG_1327,chromosome,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_UBA932,g_Cryptobacteroides,s_
contig_10248,407,33884,0.1397709833549758,4736,MAG_118,chromosome,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Blautia_A,s_
contig_10249,3705,484309,0.0056596098771651,2741,MAG_693,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_Borkfalkiaceae,g_Scatosoma,s_
contig_10251,924,99007,0.1423838718474451,14097,MAG_30,chromosome,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Bariatricus,s_
contig_10252,124,14687,0.7860693129978893,11545,MAG_105,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Avoscillospira,s_
contig_10257_v,494,47596,0.3003193545676107,14294,contig_10257_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_10263,267,61125,0.0654069529652351,3998,MAG_28,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_,s_
contig_10264,3667,328168,0.0144621047756027,4746,MAG_561,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_QALR01,s_
contig_10268,257,24208,0.55878222075347,13527,MAG_53,chromosome,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_,s_
contig_10269,913,114739,0.1001577493267328,11492,MAG_10,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Alloscillospira,s_
contig_10270,495,75351,0.1119162320340805,8433,MAG_773,unclassified,p_,c_,o_,f_,g_,s_
contig_10274,503,55067,0.3230609984201064,17790,MAG_781,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_RGIG3013,s_
contig_10275,10589,1053158,0.0110249364292917,11611,MAG_781,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_RGIG3013,s_
contig_10277,11641,1415045,0.0068047305916066,9629,MAG_399,chromosome,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_SIG332,s_
contig_10285,819,88978,0.0793005012474993,7056,MAG_8,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_,s_
contig_10289,4089,522434,0.0238633013930946,12467,MAG_110,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_RUG11130,s_
contig_10292,2633,353611,0.0065891615362644,2330,MAG_847,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_,s_
contig_10293,326,47980,0.2117340558566069,10159,MAG_191,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_UBA941,g_,s_
contig_10299,1063,91130,0.1626248216833095,14820,MAG_14,chromosome,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Marinifilaceae,g_Butyricimonas,s_Butyricimonas virosa
contig_10300,1166,81455,0.1746240255355718,14224,MAG_14,chromosome,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Marinifilaceae,g_Butyricimonas,s_Butyricimonas virosa
contig_10318,1254,63071,0.0880436333655721,5553,contig_10318,unclassified,p_,c_,o_,f_,g_,s_
contig_10319,4534,523012,0.0131583978952681,6882,MAG_339,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_SIG603,s_SIG603 sp017935165
contig_10320,492,38069,0.1297643752134282,4940,MAG_803,unclassified,p_,c_,o_,f_,g_,s_
contig_10323,3517,571041,0.0042186112730959,2409,MAG_1870,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-917,g_RGIG4097,s_RGIG4097 sp017461985
contig_10330,610,77586,0.2476091047353904,19211,MAG_160,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Butyricicoccaceae,g_,s_
contig_10334,233,31960,0.2987797246558197,9549,MAG_619,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_RGIG3159,s_
contig_10335,1096,152896,0.0191764336542486,2932,MAG_428,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_RGIG3159,s_
contig_10337,209,37952,0.3930754637436762,14918,MAG_405,unclassified,p_,c_,o_,f_,g_,s_
contig_10350,4080,350775,0.0369239541016321,12952,MAG_204,chromosome,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_RuminococcuG,s_
contig_10359,13031,2472564,0.0069292442986308,17133,MAG_1550,chromosome,p_Desulfobacterota_I,c_Desulfovibrionia,o_Desulfovibrionales,f_Desulfovibrionaceae,g_Mailhella,s_
contig_10365,2579,369698,0.0180633922823493,6678,MAG_1485,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_Ruminococcus,s_Ruminococcus sp015066935
contig_10389,2628,233027,0.0390770168263763,9106,MAG_1557,chromosome,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis
contig_10390,202,27671,0.475407466300459,13155,MAG_158,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Butyricicoccaceae,g_JAAZBA01,s_
contig_10394,17560,2058514,0.0033961391566926,6991,MAG_1499,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_SIG672,s_
contig_10397,1203,67537,0.0745665338999363,5036,MAG_282,unclassified,p_,c_,o_,f_,g_,s_
contig_10402,682,74619,0.0961819375762205,7177,MAG_439,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_UBA1750,g_Spyradocola,s_
contig_10403,5688,795077,0.0164185355632221,13054,MAG_479,chromosome,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,s_Phocaeicola sp015060705
contig_10419,6937,1037707,0.004875171893415,5059,MAG_1211,chromosome,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Rikenellaceae,g_Tidjanibacter,s_Tidjanibacter sp017935385
contig_1043,520,65124,0.1725938210183649,11240,contig_1043,unclassified,p_,c_,o_,f_,g_,s_
contig_10433,10283,1072568,0.0137622975885911,14761,MAG_628,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_10439,31745,1625171,0.0056338686821263,9156,MAG_1585,unclassified,p_,c_,o_,f_,g_,s_
contig_10446,501,69852,0.0865830613296684,6048,MAG_1665,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_CAG-83,s_
contig_10464,282,33600,0.3417559523809523,11483,MAG_336,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_10470,536,64616,0.1019097437167265,6585,MAG_1685,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_UBA1242,g_UBA5489,s_UBA5489 sp017408305
contig_10471,755,93778,0.1199428437373371,11248,MAG_71,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_SIG483,s_
contig_10474,532,44853,0.1940338438900408,8703,MAG_582,unclassified,p_,c_,o_,f_,g_,s_
contig_10475,601,61116,0.1500752667059362,9172,contig_10475,unclassified,p_,c_,o_,f_,g_,s_
contig_10481,1272,107612,0.0316042820503289,3401,MAG_246,chromosome,p_FirmicuteA,c_Clostridia,o_Peptostreptococcales,f_Anaerovoracaceae,g_Copromorpha,s_
contig_10483,3213,332998,0.0210451714424711,7008,MAG_27,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_UBA3818,s_UBA3818 sp002369315
contig_10484,682,40844,0.0406424444226814,1660,MAG_1713,unclassified,p_,c_,o_,f_,g_,s_
contig_105,6917,741782,0.0218352561803872,16197,MAG_288,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_RUG806,s_
contig_10512,24241,2091755,0.0038245396807943,8000,MAG_1315,chromosome,p_FirmicuteB,c_Dehalobacteriia,o_UBA7702,f_UBA7702,g_UBA7702,s_
contig_10514,63,3857,0.8568835882810475,3305,MAG_296,chromosome,p_FirmicuteA,c_Clostridia,o_TANB77,f_CAG-508,g_CAG-269,s_
contig_10515,6003,318178,0.0220128355825984,7004,MAG_296,chromosome,p_FirmicuteA,c_Clostridia,o_TANB77,f_CAG-508,g_CAG-269,s_
contig_10525,612,83398,0.0574114487157965,4788,contig_10525,unclassified,p_,c_,o_,f_,g_,s_
contig_10526,1216,164720,0.0830014570179698,13672,MAG_766,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_CAG-448,s_
contig_10527,304,35273,0.2237688883848836,7893,contig_10527,unclassified,p_,c_,o_,f_,g_,s_
contig_10531,548,60492,0.2139291145936653,12941,MAG_116,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_Clostridium_A,s_
contig_10541,1665,206761,0.0524034996928821,10835,MAG_188,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_SIG640,s_SIG640 sp015064885
contig_1055,85,31417,0.2199127860712353,6909,MAG_488,unclassified,p_,c_,o_,f_,g_,s_
contig_10552,450,60445,0.1784763007692944,10788,MAG_1009,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_UMGS1668,s_
contig_10555,239,33505,0.4378152514550067,14669,MAG_766,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_CAG-448,s_
contig_10561,113,13534,0.4380818678882813,5929,MAG_766,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_CAG-448,s_
contig_10573,51471,3408848,0.0031362501349429,10691,MAG_1677,chromosome,p_Verrucomicrobiota,c_Lentisphaeria,o_Victivallales,f_UBA1829,g_SIG77,s_
contig_10576,128,17470,0.6845449341728678,11959,MAG_156,unclassified,p_,c_,o_,f_,g_,s_
contig_10580,18943,3639850,0.0046348063793837,16870,MAG_1196,chromosome,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Muribaculaceae,g_Muribaculum,s_Muribaculum sp003150235
contig_10589,817,99355,0.0950128327713753,9440,MAG_1054,unclassified,p_,c_,o_,f_,g_,s_
contig_1059,961,149787,0.0833450165902247,12484,MAG_1390,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_An92,s_
contig_10595,3285,492935,0.0178948542911337,8821,MAG_1646,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_NSJ-51,s_NSJ-51 sp900549795
contig_10597,379,39974,0.2361284835142842,9439,MAG_43,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Faecousia sp017936205
contig_1060,1549,97935,0.0787358962577219,7711,MAG_170,chromosome,p_Firmicutes,c_Bacilli,o_DSM-16016,f_Caldibacillaceae,g_RUG14133,s_RUG14133 sp902796085
contig_10607,172,50302,0.3234265039163452,16269,MAG_1820,chromosome,p_Verrucomicrobiota,c_Verrucomicrobiae,o_Verrucomicrobiales,f_Akkermansiaceae,g_Akkermansia,s_Akkermansia sp015061985
contig_10618,1708,202146,0.0371662066031482,7513,MAG_743,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Pelethomonas,s_
contig_10619,190,25542,0.3097251585623679,7911,contig_10619,unclassified,p_,c_,o_,f_,g_,s_
contig_10624,323,27148,0.4550979814350965,12355,MAG_53,chromosome,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_,s_
contig_10627,14181,943256,0.012700687830239,11980,MAG_1502,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_UBA1242,g_RGIG1681,s_
contig_1064,383,53948,0.0770186105138281,4155,MAG_217,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Dysosmobacter,s_
contig_10646,719,89347,0.0866173458538059,7739,MAG_668,unclassified,p_,c_,o_,f_,g_,s_
contig_10652,448,58538,0.1794389968909084,10504,MAG_157,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Dysosmobacter,s_
contig_10655,548,81645,0.087366035887072,7133,MAG_97,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Dysosmobacter,s_
contig_1066_v,904,116907,0.0817744018749946,9560,contig_1066_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_10662,1452,159980,0.0610013751718964,9759,MAG_316,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_10675,2060,194056,0.0656408459413777,12738,MAG_611,unclassified,p_,c_,o_,f_,g_,s_
contig_10677,341,35582,0.2095722556348715,7457,MAG_6,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_10679,767,74623,0.0424131970036047,3165,MAG_43,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Faecousia sp017936205
contig_10681,169,15692,0.7550981391791995,11849,MAG_1871,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Avoscillospira,s_
contig_10683,1097,111582,0.1232815328637235,13756,MAG_1050,unclassified,p_,c_,o_,f_,g_,s_
contig_10684,448,72229,0.120644062634122,8714,MAG_480,unclassified,p_,c_,o_,f_,g_,s_
contig_10685,354,39327,0.2042108475093447,8031,MAG_480,unclassified,p_,c_,o_,f_,g_,s_
contig_10686,1250,128583,0.1125420934338131,14471,MAG_1716,unclassified,p_,c_,o_,f_,g_,s_
contig_10687,1053,110695,0.0591625638014363,6549,MAG_1716,unclassified,p_,c_,o_,f_,g_,s_
contig_10690,1681,87355,0.1222826398031022,10682,MAG_1773,chromosome,p_FirmicuteA,c_Clostridia,o_TANB77,f_CAG-508,g_CAG-452,s_
contig_10692,2637,162388,0.0181786831539276,2952,MAG_1773,chromosome,p_FirmicuteA,c_Clostridia,o_TANB77,f_CAG-508,g_CAG-452,s_
contig_10693,23968,1425409,0.0075536214518078,10767,MAG_1033,chromosome,p_FirmicuteA,c_Clostridia,o_TANB77,f_CAG-508,g_HGM13634,s_
contig_10696,5349,548078,0.0186086651899912,10199,MAG_400,chromosome,p_FirmicuteA,c_Clostridia,o_UBA1381,f_UBA1381,g_RGIG9115,s_
contig_10699,335,48004,0.3308057661861511,15880,MAG_1456,unclassified,p_,c_,o_,f_,g_,s_
contig_10701,2533,245549,0.0372145681717294,9138,MAG_1596,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_,s_
contig_10708,931,126957,0.0778610080578463,9885,MAG_1723,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Dysosmobacter,s_
contig_10717,294,37424,0.2908294142796067,10884,MAG_26,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_Faecivicinus,s_
contig_10719,1042,169075,0.0490669821085317,8296,MAG_238,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_RGIG4131,s_RGIG4131 sp017536405
contig_10730,1952,313098,0.0320187289602616,10025,MAG_99,unclassified,p_,c_,o_,f_,g_,s_
contig_10731,200,35576,0.2781931639307398,9897,MAG_37,unclassified,p_,c_,o_,f_,g_,s_
contig_10735_v,2364,171895,0.0543471305157218,9342,contig_10735_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_10736,15717,1342247,0.0041609331218471,5585,MAG_44,chromosome,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Blautia_A,s_
contig_10740,542,60135,0.0998919098694603,6007,MAG_117,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_UBA1081,s_
contig_10741,406,36663,0.2182581894553091,8002,MAG_53,chromosome,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_,s_
contig_10742,736,91514,0.0853967698931311,7815,MAG_130,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Butyricicoccaceae,g_UBA4644,s_
contig_10743,377,43317,0.1952582127109449,8458,contig_10743,unclassified,p_,c_,o_,f_,g_,s_
contig_10745,4760,591200,0.0148832882273342,8799,MAG_139,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_UBA11524,s_
contig_10756,169,16356,0.4660063585228662,7622,contig_10756,unclassified,p_,c_,o_,f_,g_,s_
contig_10757,276,30232,0.3136742524477375,9483,MAG_905,unclassified,p_,c_,o_,f_,g_,s_
contig_1076,300,21879,0.0867955573837926,1899,contig_1076,unclassified,p_,c_,o_,f_,g_,s_
contig_10770,1360,143840,0.0470105672969966,6762,MAG_796,unclassified,p_,c_,o_,f_,g_,s_
contig_10771_v,52,5715,0.8194225721784777,4683,contig_10771_v,virus,p_,c_,o_,f_Phycodnaviridae_v,g_,s_
contig_10786,2464,393529,0.0201255815962737,7920,MAG_1840,unclassified,p_,c_,o_,f_,g_,s_
contig_10787,5220,327538,0.0215089546861738,7045,MAG_884,unclassified,p_,c_,o_,f_,g_,s_
contig_10797,213,46461,0.2243817395234713,10425,MAG_172,chromosome,p_Verrucomicrobiota,c_Verrucomicrobiae,o_Verrucomicrobiales,f_Akkermansiaceae,g_Akkermansia,s_
contig_10799,570,89075,0.0224642155486949,2001,MAG_581,unclassified,p_,c_,o_,f_,g_,s_
contig_10801,2201,450308,0.0233950984659388,10535,MAG_892,chromosome,p_Desulfobacterota_I,c_Desulfovibrionia,o_Desulfovibrionales,f_Desulfovibrionaceae,g_Desulfovibrio,s_Desulfovibrio sp900556755
contig_10807,3220,334584,0.0299446476818975,10019,MAG_149,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Faecousia sp015068135
contig_10822,554,59907,0.0999048525214081,5985,MAG_65,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_10826,3143,236993,0.0159498381808745,3780,MAG_350,chromosome,p_Proteobacteria,c_Alphaproteobacteria,o_RF32,f_UBA3637,g_RGIG4140,s_RGIG4140 sp017467335
