Contig index,The number of restriction sites,Contig length,Contig coverage,Within-contig Hi-C contacts,Bin index,Category,Phylum,Class,Order,Family,Genus,Species
contig_310_v,68,4234,10958.59,0,contig_310_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_31068_v,598,32933,383190.32,0,contig_31068_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_27881_v,443,47308,16125.30,0,contig_27881_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_27884_v,211,41503,50157.65,0,contig_27884_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_27891_v,2788,270879,83459.49,0,contig_27891_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_27892_v,10087,929684,592630.92,0,contig_27892_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_2793_v,2559,178520,1744.04,0,contig_2793_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_28057_v,1768,167814,52299.50,0,contig_28057_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_28164_v,140,4883,871.96,0,contig_28164_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_2826_v,1182,69109,4852.83,0,contig_2826_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_28431_v,108,12496,12148.89,0,contig_28431_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_28434_v,1876,121483,357714.33,0,contig_28434_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_28761_v,95,7000,48042.11,0,contig_28761_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_28844_v,491,29745,11570.87,0,contig_28844_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_29620_v,3589,270833,2565.71,0,contig_29620_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_29714_v,209,34620,5963.25,0,contig_29714_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_30161_v,500,43869,7633.21,0,contig_30161_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_30343_v,15377,808072,114297.76,0,contig_30343_v,virus,p_,c_,o_Herpesviralev_v,f_Herpesviridae_v,g_,s_
contig_30407_v,136,17736,15258.18,0,contig_30407_v,virus,p_,c_,o_Herpesviralev_v,f_Herpesviridae_v,g_,s_
contig_30590_v,293,15231,675.78,0,contig_30590_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_30593_v,303,14806,97.73,0,contig_30593_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_30655_v,448,36544,43967.00,0,contig_30655_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_30754_v,619,73927,27349.41,0,contig_30754_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_34225_v,397,22514,229449.98,0,contig_34225_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_34357_v,24033,1200960,10444.00,0,contig_34357_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_34505_v,53,32440,25707.17,0,contig_34505_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_34847_v,663,33424,10536.37,0,contig_34847_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_40536_v,87,18489,586972.62,0,contig_40536_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_40537_v,221,47420,268212.67,0,contig_40537_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_41097_v,127,31130,142658.74,0,contig_41097_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_41181_v,644,38200,18150.93,0,contig_41181_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_41478_v,6369,353550,103195.08,0,contig_41478_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_41638_v,892,102232,6418.15,0,contig_41638_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_41661_v,1234,87479,1488.70,0,contig_41661_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_41925_v,757,46089,21309.31,0,contig_41925_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_41969_v,415,47803,14168.12,0,contig_41969_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_42104_v,104,15694,25653.65,0,contig_42104_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_42151_v,1714,169670,59691.37,0,contig_42151_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_42178_v,555,33800,706998.56,0,contig_42178_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_42196_v,182,32543,5900.65,0,contig_42196_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_42250_v,223,10630,18256.91,0,contig_42250_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_4231_v,1184,67329,284.33,0,contig_4231_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_42410_v,352,41605,8746.51,0,contig_42410_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_42412_v,102,12185,269384.07,0,contig_42412_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_4262_v,208,12191,62303.04,0,contig_4262_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_42797_v,273,46873,4446410.55,0,contig_42797_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_43032_v,87,13230,600976.55,0,contig_43032_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_43285_v,213,25465,5140.82,0,contig_43285_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_40454_v,162,24772,103522.49,0,contig_40454_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_27629_v,107,20569,233179.41,0,contig_27629_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_40442_v,126,10348,5174.00,0,contig_40442_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_40089_v,55,11091,72393.98,0,contig_40089_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_34970_v,133,12452,3557.71,0,contig_34970_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_34996_v,374,24349,7226.57,0,contig_34996_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_34999_v,1437,85462,713.67,0,contig_34999_v,virus,p_,c_,o_Herpesviralev_v,f_Herpesviridae_v,g_,s_
contig_35027_v,344,37304,127310.74,0,contig_35027_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_35387_v,56,16842,786461.25,0,contig_35387_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_35651_v,1785,97064,2229.48,0,contig_35651_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_35805_v,5342,264329,1533.92,0,contig_35805_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_35872_v,293,40722,25572.86,0,contig_35872_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_35873_v,281,40300,19791.46,0,contig_35873_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_36015_v,155,8228,1061.68,0,contig_36015_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_36580_v,139,36019,1554.78,0,contig_36580_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_372_v,1571,80235,1991.83,0,contig_372_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_37592_v,178,12428,3909.93,0,contig_37592_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_38427_v,306,19319,1641.48,0,contig_38427_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_38489_v,241,32922,16119.49,0,contig_38489_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_39085_v,484,36042,46541.84,0,contig_39085_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_39088_v,6485,693956,535.05,0,contig_39088_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_39119_v,414,46411,3026.80,0,contig_39119_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_39686_v,185,10623,3732.41,0,contig_39686_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_39962_v,821,54122,118659.68,0,contig_39962_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_4003_v,898,41991,9960.00,0,contig_4003_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_40215_v,892,115039,10575.33,0,contig_40215_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_27205_v,261,32424,73916.78,0,contig_27205_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_26817_v,5497,559804,8859.91,0,contig_26817_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_26777_v,100,11635,44911.10,0,contig_26777_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_14550_v,3956,202693,1844.53,0,contig_14550_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_14631_v,8637,512963,91522.05,0,contig_14631_v,virus,p_,c_,o_Herpesviralev_v,f_Herpesviridae_v,g_,s_
contig_14826_v,306,75023,70855.06,0,contig_14826_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_14983_v,17694,1039719,2526.73,0,contig_14983_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_15082_v,1787,204176,38390.12,0,contig_15082_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_15134_v,2788,201676,2132933.48,0,contig_15134_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_15240_v,163,10437,9028.33,0,contig_15240_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_1527_v,122,9343,8806.93,0,contig_1527_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_15691_v,636,37901,5363.35,0,contig_15691_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_15738_v,337,17041,71754.24,0,contig_15738_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_16427_v,1471,75425,1384.42,0,contig_16427_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_16484_v,255,47074,533689.94,0,contig_16484_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_16810_v,689,36894,9531.40,0,contig_16810_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_1681_v,630,37064,215677.18,0,contig_1681_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_16984_v,739,45547,4314.33,0,contig_16984_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_17098_v,1884,135736,720.47,0,contig_17098_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_17164_v,2457,153051,622.92,0,contig_17164_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_17278_v,717,35729,1843.76,0,contig_17278_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_17826_v,1668,114159,3285.15,0,contig_17826_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_18017_v,33143,1821636,106792.95,0,contig_18017_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_18623_v,205,13613,105052.52,0,contig_18623_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_14125_v,152,57054,71602019.29,0,contig_14125_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_18698_v,2789,205168,304037.05,0,contig_18698_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_14113_v,164,19506,7017.40,0,contig_14113_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_13209_v,2332,129259,13025.67,0,contig_13209_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_10257_v,494,47596,8478.64,0,contig_10257_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_1066_v,904,116907,34787.59,0,contig_1066_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_10735_v,2364,171895,354333.48,0,contig_10735_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_10771_v,52,5715,21870.87,0,contig_10771_v,virus,p_,c_,o_,f_Phycodnaviridae_v,g_,s_
contig_11008_v,1059,49637,93.74,0,contig_11008_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_11022_v,2689,240302,11528.06,0,contig_11022_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_11267_v,385,22352,8708.57,0,contig_11267_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_11561_v,10,1533,3524367.00,0,contig_11561_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_11629_v,237,40132,24553.33,0,contig_11629_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_11719_v,479,27914,2505.85,0,contig_11719_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_11777_v,1411,79910,24069.28,0,contig_11777_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_11778_v,828,48128,1801.89,0,contig_11778_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_11780_v,331,17230,1301.36,0,contig_11780_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_12122_v,45351,2323029,4302.76,0,contig_12122_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_12132_v,1710,87779,8880.57,0,contig_12132_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_12278_v,294,23314,2141.08,0,contig_12278_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_12404_v,2609,148274,8467.93,0,contig_12404_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_12792_v,456,32126,281.81,0,contig_12792_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_12826_v,262,22509,166669.69,0,contig_12826_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_12845_v,191,21972,5866.87,0,contig_12845_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_13056_v,336,41571,6083594.17,0,contig_13056_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_1398_v,240,23772,17531.85,0,contig_1398_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_43589_v,466,38057,2286.69,0,contig_43589_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_19190_v,352,34018,28026.19,0,contig_19190_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_19275_v,57,5382,20206.11,0,contig_19275_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_23277_v,425,31304,1031.19,0,contig_23277_v,virus,p_,c_,o_Herpesviralev_v,f_Herpesviridae_v,g_,s_
contig_23343_v,1238,65480,25864.07,0,contig_23343_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_23673_v,2115,111729,1479.15,0,contig_23673_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_23922_v,186,19477,22094.88,0,contig_23922_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_24116_v,210,13130,177004.90,0,contig_24116_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_24211_v,147,35644,18913.14,0,contig_24211_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_24212_v,133,26098,29041.38,0,contig_24212_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_24213_v,105,24561,78595.20,0,contig_24213_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_24277_v,884,47941,444159.26,0,contig_24277_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_24531_v,37,4060,37308.11,0,contig_24531_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_24735_v,1216,66459,11313.33,0,contig_24735_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_25083_v,734,124907,22973.36,0,contig_25083_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_25218_v,1007,76582,54375.50,0,contig_25218_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_25313_v,589,35568,11533.94,0,contig_25313_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_25481_v,432,49652,155852.11,0,contig_25481_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_25595_v,1852,104314,5857.81,0,contig_25595_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_25602_v,308,34517,112.07,0,contig_25602_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_25823_v,85,7173,22531.66,0,contig_25823_v,virus,p_,c_,o_,f_Retroviridae_v,g_,s_
contig_25887_v,110,13857,2897.37,0,contig_25887_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_26118_v,588,34656,110569.14,0,contig_26118_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_26632_v,668,42005,6476.82,0,contig_26632_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_23189_v,346,45522,1052.53,0,contig_23189_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_19196_v,2935,142952,3360.71,0,contig_19196_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_2313_v,117,8444,8804.85,0,contig_2313_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_22811_v,36,8277,11495.83,0,contig_22811_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_19279_v,230,23267,56852.41,0,contig_19279_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_19521_v,961,104728,47405.49,0,contig_19521_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_19727_v,1416,83979,3558.43,0,contig_19727_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_19821_v,313,68237,3205394.92,0,contig_19821_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_21155_v,284,34003,20353.91,0,contig_21155_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_2171_v,221,12386,5071870.84,0,contig_2171_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_2179_v,5985,392153,982.84,0,contig_2179_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_2180_v,1704,120391,21972.77,0,contig_2180_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_2182_v,267,15863,9624.74,0,contig_2182_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_2183_v,523,32862,3016.02,0,contig_2183_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_21859_v,4030,208984,140117.81,0,contig_21859_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_2185_v,165,8744,7684.12,0,contig_2185_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_2194_v,23669,2198185,8265.60,0,contig_2194_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_22002_v,242,14502,153169.88,0,contig_22002_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_22004_v,18319,1240622,13070.58,0,contig_22004_v,virus,p_,c_,o_Herpesviralev_v,f_Herpesviridae_v,g_,s_
contig_22235_v,1795,148036,3546.27,0,contig_22235_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_22258_v,143,9471,66.23,0,contig_22258_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_22268_v,106,6395,482.64,0,contig_22268_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_22269_v,79,6107,92687.25,0,contig_22269_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_22279_v,17940,1240765,207.49,0,contig_22279_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_22447_v,544,51081,114274.96,0,contig_22447_v,virus,p_,c_,o_,f_Phycodnaviridae_v,g_,s_
contig_22895_v,275,17617,3267.15,0,contig_22895_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_43609_v,329,22462,1502.02,0,contig_43609_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_1520_v,1222,93590,17308.79,0,contig_1520_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_4368_v,1934,113590,7752.78,0,contig_4368_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_58968_v,612,65247,25054.00,0,contig_58968_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_59159_v,699,116779,29570.65,0,contig_59159_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_59224_v,347,41101,241512.79,0,contig_59224_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_59247_v,285,40293,106741.11,0,contig_59247_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_59270_v,195,24248,30465.44,0,contig_59270_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_59296_v,338,37884,19950.75,0,contig_59296_v,virus,p_,c_,o_Caudoviralev_v,f_Podoviridae_v,g_,s_
contig_59355_v,119,28917,60264.00,0,contig_59355_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
